0.10	9.94	90.20
0.20	2.84	45.70
0.30	1.41	30.50
0.40	0.91	22.90
0.50	0.67	18.30
1.00	0.28	9.02
1.50	0.27	5.80
2.00	0.27	4.18
2.50	0.24	3.09
3.00	0.23	2.28
3.25	0.23	1.86
3.50	0.21	1.42
3.60	0.23	1.13
3.70	0.30	0.77
3.77	0.53	0.40
3.80	0.73	0.30
3.90	1.30	0.36
4.00	1.62	0.60
4.10	1.73	0.85
4.20	1.75	1.06
4.30	1.73	1.13
4.50	1.69	1.28
4.75	1.61	1.34
5.00	1.55	1.35
5.50	1.45	1.34
6.00	1.34	1.28
6.50	1.25	1.18
7.00	1.18	1.06
7.50	1.14	0.91
8.00	1.16	0.75
9.00	1.33	0.56
10.00	1.46	0.56
11.00	1.54	0.55
12.00	1.61	0.59
13.00	1.66	0.64
14.00	1.72	0.78
14.50	1.64	0.88
15.00	1.56	0.92
16.00	1.42	0.91
17.00	1.33	0.86
18.00	1.28	0.81
19.00	1.27	0.75
20.00	1.29	0.71
21.00	1.35	0.75
21.50	1.37	0.80
22.00	1.34	0.87
22.50	1.26	0.94
23.00	1.18	0.94
23.50	1.10	0.93
24.00	1.04	0.90
24.50	0.99	0.87
25.00	0.95	0.83
25.50	0.91	0.78
26.00	0.90	0.73
26.50	0.89	0.69
27.00	0.89	0.65
27.50	0.89	0.62
28.00	0.90	0.59
28.50	0.91	0.57
29.00	0.92	0.56
30.00	0.93	0.54
